latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),wind_speed_100m (km/h)
2024-01-24T23:00,25.3,0.00,62,32.4
2024-01-25T00:00,25.1,0.00,67,29.1
2024-01-25T01:00,24.9,0.00,70,24.9
2024-01-25T02:00,25.6,0.00,50,29.9
2024-01-25T03:00,25.4,0.00,41,27.7
2024-01-25T04:00,24.6,0.00,47,25.1
2024-01-25T05:00,24.5,0.00,44,28.3
2024-01-25T06:00,23.3,0.00,58,30.8
2024-01-25T07:00,22.6,0.00,71,30.6
2024-01-25T08:00,22.2,0.00,74,29.6
2024-01-25T09:00,21.9,0.00,76,28.9
2024-01-25T10:00,22.5,0.00,73,28.5
2024-01-25T11:00,23.5,0.00,68,28.0
2024-01-25T12:00,24.4,0.00,62,27.9
2024-01-25T13:00,25.1,0.00,63,24.8
2024-01-25T14:00,26.3,0.00,57,24.1
2024-01-25T15:00,27.7,0.00,48,22.9
2024-01-25T16:00,28.5,0.00,41,21.3
2024-01-25T17:00,29.4,0.00,37,22.1
2024-01-25T18:00,29.9,0.00,35,20.3
2024-01-25T19:00,29.6,0.00,38,17.9
2024-01-25T20:00,29.1,0.00,42,19.3
2024-01-25T21:00,29.1,0.00,40,19.6
2024-01-25T22:00,28.0,0.00,46,27.4
2024-01-25T23:00,26.0,0.00,63,30.5
2024-01-26T00:00,25.4,0.00,69,33.8
2024-01-26T01:00,24.6,0.00,77,32.7
2024-01-26T02:00,24.7,0.00,75,31.7
2024-01-26T03:00,24.8,0.00,68,27.8
2024-01-26T04:00,24.8,0.00,59,29.5
2024-01-26T05:00,24.2,0.00,63,26.6
2024-01-26T06:00,23.6,0.00,63,30.2
2024-01-26T07:00,23.3,0.00,63,30.6
2024-01-26T08:00,22.7,0.00,64,30.3
2024-01-26T09:00,22.1,0.00,66,29.2
2024-01-26T10:00,22.4,0.00,66,27.9
2024-01-26T11:00,23.3,0.00,63,26.5
2024-01-26T12:00,24.1,0.00,60,26.2
2024-01-26T13:00,25.0,0.00,60,24.5
2024-01-26T14:00,26.1,0.00,56,24.9
2024-01-26T15:00,27.3,0.00,49,23.2
2024-01-26T16:00,28.3,0.00,41,21.9
2024-01-26T17:00,29.1,0.00,38,20.3
2024-01-26T18:00,29.3,0.00,38,17.7
2024-01-26T19:00,29.0,0.00,42,15.8
2024-01-26T20:00,29.1,0.00,40,17.1
2024-01-26T21:00,29.3,0.00,39,22.0
2024-01-26T22:00,27.7,0.00,48,28.5
2024-01-26T23:00,25.9,0.00,67,29.9
2024-01-27T00:00,25.7,0.00,70,34.9
2024-01-27T01:00,25.3,0.00,75,35.1
2024-01-27T02:00,25.2,0.00,75,32.6
2024-01-27T03:00,25.2,0.00,73,30.2
2024-01-27T04:00,25.1,0.00,63,30.9
2024-01-27T05:00,24.5,0.00,57,34.0
2024-01-27T06:00,23.8,0.00,59,32.2
2024-01-27T07:00,23.0,0.00,65,30.6
2024-01-27T08:00,22.3,0.00,70,28.8
2024-01-27T09:00,21.7,0.00,74,28.0
2024-01-27T10:00,22.1,0.00,73,27.9
2024-01-27T11:00,22.7,0.00,70,26.1
2024-01-27T12:00,23.4,0.00,67,25.4
2024-01-27T13:00,24.5,0.00,67,22.4
2024-01-27T14:00,25.6,0.00,62,19.2
2024-01-27T15:00,26.5,0.00,56,16.5
2024-01-27T16:00,27.4,0.00,47,15.8
2024-01-27T17:00,28.5,0.00,37,14.8
2024-01-27T18:00,29.3,0.00,34,15.6
2024-01-27T19:00,29.5,0.00,38,18.4
2024-01-27T20:00,29.0,0.00,43,22.5
2024-01-27T21:00,28.0,0.00,47,29.2
2024-01-27T22:00,26.4,0.00,56,32.2
2024-01-27T23:00,25.0,0.00,67,31.9
2024-01-28T00:00,24.8,0.00,73,30.3
2024-01-28T01:00,24.3,0.00,77,32.0
2024-01-28T02:00,24.5,0.00,75,29.5
2024-01-28T03:00,24.2,0.00,80,25.6
2024-01-28T04:00,23.9,0.00,88,23.7
2024-01-28T05:00,23.8,0.00,84,26.0
2024-01-28T06:00,23.9,0.00,63,32.1
2024-01-28T07:00,23.7,0.00,63,33.4
2024-01-28T08:00,22.9,0.00,70,27.7
2024-01-28T09:00,22.4,0.00,75,23.4
2024-01-28T10:00,22.9,0.00,75,19.7
2024-01-28T11:00,23.8,0.00,70,18.6
2024-01-28T12:00,24.4,0.00,67,19.4
2024-01-28T13:00,24.8,0.00,68,15.6
2024-01-28T14:00,25.6,0.00,63,18.3
2024-01-28T15:00,26.3,0.00,58,22.3
2024-01-28T16:00,26.9,0.00,53,27.0
2024-01-28T17:00,27.5,0.00,45,25.0
2024-01-28T18:00,28.5,0.00,42,16.5
2024-01-28T19:00,28.1,0.00,48,24.9
2024-01-28T20:00,27.9,0.00,51,31.0
2024-01-28T21:00,27.2,0.00,53,33.2
2024-01-28T22:00,26.3,0.00,62,32.4
2024-01-28T23:00,24.2,0.00,72,34.1
2024-01-29T00:00,23.8,0.00,77,36.9
2024-01-29T01:00,23.9,0.00,77,38.1
2024-01-29T02:00,23.9,0.00,80,37.2
2024-01-29T03:00,23.9,0.00,83,34.6
2024-01-29T04:00,24.0,0.00,82,28.7
2024-01-29T05:00,24.0,0.00,78,24.3
2024-01-29T06:00,24.3,0.00,72,23.7
2024-01-29T07:00,24.2,0.00,70,22.8
2024-01-29T08:00,23.9,0.00,71,23.8
2024-01-29T09:00,23.7,0.00,74,23.1
2024-01-29T10:00,23.9,0.00,75,20.2
2024-01-29T11:00,24.9,0.00,70,18.2
2024-01-29T12:00,25.6,0.00,67,16.2
2024-01-29T13:00,26.1,0.00,68,12.4
2024-01-29T14:00,27.1,0.00,63,13.1
2024-01-29T15:00,28.0,0.00,58,15.0
2024-01-29T16:00,29.0,0.00,52,14.7
2024-01-29T17:00,29.6,0.00,49,14.6
2024-01-29T18:00,29.5,0.00,50,16.2
2024-01-29T19:00,29.6,0.00,49,15.3
2024-01-29T20:00,29.6,0.00,47,16.1
2024-01-29T21:00,28.4,0.00,56,21.7
2024-01-29T22:00,27.0,0.00,64,23.2
2024-01-29T23:00,25.7,0.00,76,26.3
2024-01-30T00:00,25.1,0.00,76,27.5
2024-01-30T01:00,24.7,0.00,77,29.3
2024-01-30T02:00,24.7,0.00,74,26.5
2024-01-30T03:00,24.6,0.00,73,25.1
2024-01-30T04:00,24.5,0.00,77,21.4
2024-01-30T05:00,24.4,0.00,78,17.8
2024-01-30T06:00,24.2,0.00,77,14.7
2024-01-30T07:00,23.8,0.00,77,15.0
2024-01-30T08:00,23.6,0.00,77,12.5
2024-01-30T09:00,23.2,0.00,80,10.2
2024-01-30T10:00,24.4,0.00,76,9.7
2024-01-30T11:00,26.2,0.00,67,9.4
2024-01-30T12:00,27.7,0.00,59,8.1
2024-01-30T13:00,29.0,0.00,58,7.5
2024-01-30T14:00,30.3,0.00,51,2.3
2024-01-30T15:00,31.0,0.00,46,5.8
2024-01-30T16:00,31.7,0.00,44,9.0
2024-01-30T17:00,32.1,0.00,42,10.2
2024-01-30T18:00,32.2,0.00,42,11.9
2024-01-30T19:00,32.2,0.00,41,14.8
2024-01-30T20:00,32.0,0.00,40,17.8
2024-01-30T21:00,31.3,0.00,41,18.3
2024-01-30T22:00,30.4,0.00,45,15.8
2024-01-30T23:00,29.0,0.00,53,13.0
2024-01-31T00:00,27.9,0.00,67,14.6
2024-01-31T01:00,27.9,0.00,70,19.7
2024-01-31T02:00,27.4,0.00,69,21.3
2024-01-31T03:00,27.0,0.00,71,22.7
2024-01-31T04:00,26.8,0.00,71,22.3
2024-01-31T05:00,26.8,0.00,71,25.4
2024-01-31T06:00,26.7,0.00,68,22.3
2024-01-31T07:00,25.8,0.00,71,14.0
2024-01-31T08:00,25.6,0.00,72,5.6
2024-01-31T09:00,25.9,0.00,73,7.1
2024-01-31T10:00,26.1,0.00,71,5.2
2024-01-31T11:00,27.5,0.00,63,2.2
2024-01-31T12:00,28.8,0.00,55,5.1
2024-01-31T13:00,31.1,0.00,46,5.6
2024-01-31T14:00,31.9,0.00,44,18.6
2024-01-31T15:00,30.8,0.00,52,25.8
2024-01-31T16:00,31.5,0.00,43,20.1
2024-01-31T17:00,32.0,0.00,40,19.8
2024-01-31T18:00,32.7,0.00,38,19.4
2024-01-31T19:00,32.7,0.00,36,15.0
2024-01-31T20:00,33.4,0.00,33,14.0
2024-01-31T21:00,33.5,0.00,32,13.5
2024-01-31T22:00,33.3,0.00,32,9.0
2024-01-31T23:00,32.1,0.00,38,5.1
2024-02-01T00:00,30.1,0.00,51,9.0
2024-02-01T01:00,28.7,0.00,64,20.8
2024-02-01T02:00,28.6,0.00,62,22.1
2024-02-01T03:00,28.4,0.00,62,22.3
2024-02-01T04:00,28.1,0.00,63,19.6
2024-02-01T05:00,27.6,0.00,63,14.8
2024-02-01T06:00,27.0,0.00,68,12.0
2024-02-01T07:00,27.0,0.00,66,16.1
2024-02-01T08:00,26.7,0.00,62,20.4
2024-02-01T09:00,26.2,0.00,61,20.1
2024-02-01T10:00,26.6,0.00,61,18.8
2024-02-01T11:00,28.5,0.00,55,17.1
2024-02-01T12:00,30.8,0.00,48,13.3
2024-02-01T13:00,33.2,0.00,44,11.1
2024-02-01T14:00,34.6,0.00,38,9.8
2024-02-01T15:00,35.1,0.00,36,11.9
2024-02-01T16:00,35.4,0.00,36,15.5
2024-02-01T17:00,35.9,0.00,35,16.5
2024-02-01T18:00,36.1,0.00,32,17.8
2024-02-01T19:00,35.8,0.00,31,18.4
2024-02-01T20:00,35.6,0.00,31,16.8
2024-02-01T21:00,34.2,0.00,36,20.8
2024-02-01T22:00,33.1,0.00,41,26.3
2024-02-01T23:00,31.1,0.00,50,33.6
2024-02-02T00:00,30.2,0.00,60,38.6
2024-02-02T01:00,28.9,0.00,74,34.2
2024-02-02T02:00,29.0,0.00,70,34.3
2024-02-02T03:00,28.9,0.00,68,34.1
2024-02-02T04:00,28.7,0.00,68,32.4
2024-02-02T05:00,28.8,0.00,62,31.2
2024-02-02T06:00,28.7,0.00,56,29.5
2024-02-02T07:00,28.4,0.00,49,28.2
2024-02-02T08:00,27.9,0.00,45,27.8
2024-02-02T09:00,27.3,0.00,47,27.0
2024-02-02T10:00,27.2,0.00,52,25.1
2024-02-02T11:00,28.3,0.00,52,20.6
2024-02-02T12:00,29.3,0.00,51,19.5
2024-02-02T13:00,30.1,0.00,52,17.4
2024-02-02T14:00,31.3,0.00,49,17.9
2024-02-02T15:00,32.1,0.00,45,20.1
2024-02-02T16:00,33.5,0.00,35,17.5
2024-02-02T17:00,34.4,0.00,31,17.3
2024-02-02T18:00,35.0,0.00,30,19.6
2024-02-02T19:00,35.1,0.00,32,20.6
2024-02-02T20:00,34.6,0.00,35,23.2
2024-02-02T21:00,33.1,0.00,40,32.1
2024-02-02T22:00,31.6,0.00,47,28.9
2024-02-02T23:00,30.3,0.00,54,28.5
2024-02-03T00:00,30.0,0.00,60,34.1
2024-02-03T01:00,30.3,0.00,59,38.3
2024-02-03T02:00,30.7,0.00,41,36.6
2024-02-03T03:00,29.9,0.00,42,33.8
2024-02-03T04:00,29.1,0.00,47,32.1
2024-02-03T05:00,28.6,0.00,50,31.3
2024-02-03T06:00,28.1,0.00,53,29.5
2024-02-03T07:00,27.5,0.00,56,29.0
2024-02-03T08:00,26.9,0.00,61,30.1
2024-02-03T09:00,26.5,0.00,64,28.6
2024-02-03T10:00,26.8,0.00,63,28.5
2024-02-03T11:00,28.1,0.00,54,25.6
2024-02-03T12:00,29.5,0.00,49,24.3
2024-02-03T13:00,29.5,0.00,57,24.3
2024-02-03T14:00,31.7,0.00,51,22.1
2024-02-03T15:00,33.5,0.00,45,19.6
2024-02-03T16:00,35.2,0.00,36,13.8
2024-02-03T17:00,36.1,0.00,30,10.9
2024-02-03T18:00,36.0,0.00,29,10.9
2024-02-03T19:00,35.8,0.00,29,2.6
2024-02-03T20:00,35.7,0.00,33,9.8
2024-02-03T21:00,34.9,0.00,30,6.5
2024-02-03T22:00,33.8,0.00,31,8.8
2024-02-03T23:00,32.1,0.00,42,14.8
2024-02-04T00:00,30.5,0.00,46,33.7
2024-02-04T01:00,27.7,0.40,58,24.5
2024-02-04T02:00,25.2,0.00,48,44.9
2024-02-04T03:00,23.4,0.00,46,43.2
2024-02-04T04:00,22.3,0.00,51,41.9
2024-02-04T05:00,21.6,0.00,53,39.9
2024-02-04T06:00,20.9,0.00,55,38.6
2024-02-04T07:00,20.4,0.00,58,38.9
2024-02-04T08:00,19.9,0.00,60,33.4
2024-02-04T09:00,19.6,0.00,62,31.6
2024-02-04T10:00,19.5,0.00,62,32.4
2024-02-04T11:00,20.5,0.00,60,34.6
2024-02-04T12:00,22.0,0.00,57,34.7
2024-02-04T13:00,23.2,0.00,57,30.9
2024-02-04T14:00,25.9,0.00,48,23.9
2024-02-04T15:00,27.2,0.00,46,24.4
2024-02-04T16:00,27.4,0.00,48,24.9
2024-02-04T17:00,26.9,0.00,52,26.2
2024-02-04T18:00,26.7,0.00,53,27.4
2024-02-04T19:00,26.5,0.00,54,26.7
2024-02-04T20:00,25.8,0.00,56,30.9
2024-02-04T21:00,25.1,0.00,56,34.7
2024-02-04T22:00,24.5,0.00,57,37.3
2024-02-04T23:00,23.7,0.00,63,43.4
2024-02-05T00:00,23.0,0.00,68,46.2
2024-02-05T01:00,22.7,0.00,66,45.4
2024-02-05T02:00,22.5,0.00,70,42.1
2024-02-05T03:00,22.5,0.00,69,37.5
2024-02-05T04:00,22.6,0.00,68,37.0
2024-02-05T05:00,22.4,0.00,67,34.1
2024-02-05T06:00,22.5,0.00,69,32.0
2024-02-05T07:00,22.3,0.00,72,31.3
2024-02-05T08:00,22.4,0.00,72,30.2
2024-02-05T09:00,22.5,0.00,72,28.5
2024-02-05T10:00,22.9,0.00,72,27.6
2024-02-05T11:00,23.8,0.00,69,28.8
2024-02-05T12:00,24.7,0.00,67,27.5
2024-02-05T13:00,24.7,0.00,70,25.5
2024-02-05T14:00,26.0,0.00,67,25.7
2024-02-05T15:00,27.3,0.00,62,22.4
2024-02-05T16:00,28.7,0.00,58,20.9
2024-02-05T17:00,29.8,0.00,56,26.0
2024-02-05T18:00,30.7,0.00,54,25.6
2024-02-05T19:00,31.5,0.00,52,28.7
2024-02-05T20:00,30.4,0.00,55,32.6
2024-02-05T21:00,30.0,0.00,59,29.7
2024-02-05T22:00,28.0,0.00,69,36.3
2024-02-05T23:00,27.0,0.00,80,36.5
2024-02-06T00:00,27.2,0.00,81,33.8
2024-02-06T01:00,27.1,0.00,76,36.5
2024-02-06T02:00,27.3,0.00,78,33.8
2024-02-06T03:00,27.6,0.00,80,30.0
2024-02-06T04:00,28.1,0.00,75,29.7
2024-02-06T05:00,28.4,0.00,71,28.1
2024-02-06T06:00,28.2,0.00,71,29.5
2024-02-06T07:00,27.9,0.00,71,32.2
2024-02-06T08:00,27.5,0.00,72,34.4
2024-02-06T09:00,27.2,0.00,73,35.6
2024-02-06T10:00,27.3,0.00,73,35.4
2024-02-06T11:00,28.2,0.00,68,33.8
2024-02-06T12:00,29.3,0.00,63,31.2
2024-02-06T13:00,29.7,0.00,65,25.2
2024-02-06T14:00,31.4,0.00,59,30.9
2024-02-06T15:00,32.7,0.00,56,25.8
2024-02-06T16:00,33.4,0.00,53,22.0
2024-02-06T17:00,34.2,0.00,48,23.4
2024-02-06T18:00,34.2,0.00,47,23.6
2024-02-06T19:00,31.1,1.90,57,26.1
2024-02-06T20:00,25.9,5.50,84,16.3
2024-02-06T21:00,26.2,0.30,83,23.0
2024-02-06T22:00,25.9,0.20,86,21.2
2024-02-06T23:00,25.7,0.00,88,17.6
2024-02-07T00:00,25.9,0.00,88,25.1
2024-02-07T01:00,26.4,0.00,85,27.8
2024-02-07T02:00,26.8,0.00,83,24.7
2024-02-07T03:00,27.4,0.00,80,25.8
2024-02-07T04:00,27.8,0.00,77,28.5
2024-02-07T05:00,27.9,0.00,75,30.6
2024-02-07T06:00,28.0,0.00,73,33.2
2024-02-07T07:00,27.8,0.00,71,33.9
2024-02-07T08:00,27.5,0.00,72,31.3
2024-02-07T09:00,27.3,0.00,72,31.3
2024-02-07T10:00,27.4,0.00,72,31.0
2024-02-07T11:00,28.5,0.00,66,28.9
2024-02-07T12:00,29.5,0.00,61,32.0
2024-02-07T13:00,30.3,0.00,60,26.4
2024-02-07T14:00,29.0,2.00,66,32.4
2024-02-07T15:00,25.7,3.70,83,18.4
2024-02-07T16:00,26.4,0.40,80,14.8
2024-02-07T17:00,28.5,0.10,75,6.6
2024-02-07T18:00,28.6,0.00,75,9.3
2024-02-07T19:00,29.2,0.00,73,17.4
2024-02-07T20:00,29.1,0.00,71,19.2
2024-02-07T21:00,29.1,0.00,72,16.9
2024-02-07T22:00,28.6,0.00,76,12.2
2024-02-07T23:00,27.6,0.00,85,14.0
2024-02-08T00:00,27.3,0.00,88,17.7
2024-02-08T01:00,29.1,0.00,74,16.6
2024-02-08T02:00,28.6,0.00,78,20.6
2024-02-08T03:00,28.5,0.00,79,23.6
2024-02-08T04:00,28.8,0.00,76,24.6
2024-02-08T05:00,28.6,0.00,76,23.0
2024-02-08T06:00,28.7,0.00,74,28.3
2024-02-08T07:00,28.9,0.00,70,27.0
2024-02-08T08:00,28.6,0.00,69,35.7
2024-02-08T09:00,28.2,0.00,72,36.6
2024-02-08T10:00,28.5,0.00,71,29.9
2024-02-08T11:00,29.9,0.00,63,20.9
2024-02-08T12:00,31.5,0.00,57,13.7
2024-02-08T13:00,30.8,0.30,61,1.5
2024-02-08T14:00,26.9,0.20,76,27.4
2024-02-08T15:00,29.6,0.00,68,11.9
2024-02-08T16:00,31.2,0.00,62,5.2
2024-02-08T17:00,32.2,0.00,59,9.7
2024-02-08T18:00,31.6,0.00,58,9.3
2024-02-08T19:00,30.6,0.00,66,12.7
2024-02-08T20:00,30.4,0.00,68,15.0
2024-02-08T21:00,29.6,0.00,70,17.1
2024-02-08T22:00,29.0,0.00,73,9.3
2024-02-08T23:00,28.3,0.00,77,17.8
2024-02-09T00:00,27.7,0.00,77,22.2
2024-02-09T01:00,25.5,0.00,85,28.1
2024-02-09T02:00,25.2,0.00,85,30.6
2024-02-09T03:00,24.7,0.00,87,33.0
2024-02-09T04:00,24.6,0.00,88,32.4
2024-02-09T05:00,24.7,0.00,88,32.2
2024-02-09T06:00,25.0,0.00,86,32.7
2024-02-09T07:00,24.9,0.00,85,31.9
2024-02-09T08:00,24.8,0.00,87,30.1
2024-02-09T09:00,25.1,0.00,89,33.7
2024-02-09T10:00,25.5,0.00,89,31.9
2024-02-09T11:00,24.7,2.10,88,24.3
2024-02-09T12:00,25.5,0.50,86,20.8
2024-02-09T13:00,26.1,2.10,83,20.8
2024-02-09T14:00,26.6,0.00,83,14.4
2024-02-09T15:00,26.9,0.80,81,14.0
2024-02-09T16:00,28.4,0.00,75,11.0
2024-02-09T17:00,29.6,0.00,72,18.2
2024-02-09T18:00,30.4,0.00,69,20.8
2024-02-09T19:00,29.3,0.00,70,25.5
2024-02-09T20:00,26.2,2.00,88,35.7
2024-02-09T21:00,26.1,0.20,85,33.5
2024-02-09T22:00,26.0,0.10,86,26.1
2024-02-09T23:00,26.0,0.00,87,31.1
2024-02-10T00:00,26.2,0.60,84,34.1
2024-02-10T01:00,24.6,2.40,94,16.5
2024-02-10T02:00,23.9,1.30,96,28.3
2024-02-10T03:00,23.8,1.90,93,31.5
2024-02-10T04:00,24.0,4.50,94,24.3
2024-02-10T05:00,24.0,0.80,94,27.4
2024-02-10T06:00,24.1,1.30,92,30.0
2024-02-10T07:00,23.9,4.10,95,31.1
2024-02-10T08:00,24.1,4.60,94,33.9
2024-02-10T09:00,24.7,1.60,90,37.0
2024-02-10T10:00,24.8,0.60,88,40.6
2024-02-10T11:00,25.2,0.10,89,39.0
2024-02-10T12:00,25.8,0.00,86,38.7
2024-02-10T13:00,25.9,1.40,86,15.9
2024-02-10T14:00,26.7,0.20,87,17.2
2024-02-10T15:00,28.9,0.10,77,15.6
2024-02-10T16:00,30.1,0.00,71,15.6
2024-02-10T17:00,29.9,0.30,70,14.6
2024-02-10T18:00,29.8,0.10,70,12.0
2024-02-10T19:00,30.2,0.00,69,10.4
2024-02-10T20:00,28.6,1.00,75,9.4
2024-02-10T21:00,28.8,0.10,75,10.6
2024-02-10T22:00,28.4,0.30,78,20.6
2024-02-10T23:00,27.5,0.00,81,18.6
2024-02-11T00:00,26.6,0.00,82,19.6
2024-02-11T01:00,25.9,0.00,81,20.9
2024-02-11T02:00,25.2,0.00,82,20.5
2024-02-11T03:00,24.5,0.00,85,16.8
2024-02-11T04:00,23.9,0.00,87,12.7
2024-02-11T05:00,23.4,0.00,88,14.7
2024-02-11T06:00,23.0,0.00,89,17.6
2024-02-11T07:00,22.7,0.00,89,17.9
2024-02-11T08:00,22.3,0.00,90,17.8
2024-02-11T09:00,22.0,0.00,91,16.9
2024-02-11T10:00,22.1,0.00,90,14.3
2024-02-11T11:00,23.8,0.00,86,11.7
2024-02-11T12:00,25.8,0.00,78,6.2
2024-02-11T13:00,28.3,0.00,69,6.2
2024-02-11T14:00,29.4,0.00,64,7.5
2024-02-11T15:00,30.6,0.00,58,10.0
2024-02-11T16:00,31.3,0.00,56,8.2
2024-02-11T17:00,31.2,0.00,58,8.7
2024-02-11T18:00,30.9,0.00,67,13.8
2024-02-11T19:00,30.7,0.00,68,17.8
2024-02-11T20:00,30.8,0.00,64,16.1
2024-02-11T21:00,30.4,0.00,62,16.0
2024-02-11T22:00,29.5,0.00,68,17.3
2024-02-11T23:00,28.0,0.00,80,20.7
2024-02-12T00:00,27.7,0.00,82,24.6
2024-02-12T01:00,27.8,0.00,81,29.4
2024-02-12T02:00,27.6,0.00,77,30.7
2024-02-12T03:00,27.5,0.00,78,32.3
2024-02-12T04:00,27.3,0.00,79,30.4
2024-02-12T05:00,26.9,0.00,80,24.9
2024-02-12T06:00,26.6,0.00,82,18.4
2024-02-12T07:00,26.5,0.00,85,17.8
2024-02-12T08:00,25.6,0.50,90,11.1
2024-02-12T09:00,24.1,2.00,89,37.1
2024-02-12T10:00,23.3,0.20,90,33.3
2024-02-12T11:00,23.7,0.60,91,26.0
2024-02-12T12:00,24.7,0.10,87,21.4
2024-02-12T13:00,22.8,1.10,88,23.1
2024-02-12T14:00,23.2,0.80,85,15.5
2024-02-12T15:00,22.0,3.10,93,33.1
2024-02-12T16:00,21.9,9.80,93,15.5
2024-02-12T17:00,22.8,1.10,86,28.6
2024-02-12T18:00,25.2,0.00,73,34.2
2024-02-12T19:00,27.0,0.00,62,39.1
2024-02-12T20:00,25.7,0.00,69,39.7
2024-02-12T21:00,24.2,0.00,71,46.3
2024-02-12T22:00,22.5,0.00,68,48.4
2024-02-12T23:00,21.0,0.00,66,50.8
2024-02-13T00:00,19.3,0.00,62,47.2
2024-02-13T01:00,17.9,0.00,70,43.7
2024-02-13T02:00,17.3,0.00,70,41.5
2024-02-13T03:00,16.7,0.00,71,38.3
2024-02-13T04:00,16.1,0.00,70,36.7
2024-02-13T05:00,15.6,0.00,68,35.9
2024-02-13T06:00,15.2,0.00,67,35.9
2024-02-13T07:00,14.7,0.00,66,35.1
2024-02-13T08:00,14.2,0.00,66,30.7
2024-02-13T09:00,13.6,0.00,68,27.4
2024-02-13T10:00,13.4,0.00,69,27.6
2024-02-13T11:00,14.8,0.00,66,25.6
2024-02-13T12:00,16.4,0.00,61,24.7
2024-02-13T13:00,17.8,0.00,59,25.2
2024-02-13T14:00,19.1,0.00,53,23.0
2024-02-13T15:00,20.0,0.00,53,19.7
2024-02-13T16:00,20.9,0.00,52,19.6
2024-02-13T17:00,21.5,0.00,51,18.3
2024-02-13T18:00,22.0,0.00,50,17.4
2024-02-13T19:00,22.5,0.00,48,18.6
2024-02-13T20:00,22.2,0.00,49,19.3
2024-02-13T21:00,21.7,0.00,49,20.5
2024-02-13T22:00,20.8,0.00,53,22.0
2024-02-13T23:00,19.2,0.00,61,25.0
2024-02-14T00:00,18.5,0.00,64,20.2
2024-02-14T01:00,18.5,0.00,63,24.3
2024-02-14T02:00,17.8,0.00,67,24.5
2024-02-14T03:00,17.2,0.00,66,30.5
2024-02-14T04:00,17.3,0.00,68,31.1
2024-02-14T05:00,17.6,0.00,81,13.3
2024-02-14T06:00,18.2,0.00,81,13.6
2024-02-14T07:00,18.7,0.00,77,3.1
2024-02-14T08:00,17.6,0.20,84,5.9
2024-02-14T09:00,16.9,0.40,83,12.3
2024-02-14T10:00,16.4,0.10,83,14.8
2024-02-14T11:00,17.1,0.00,77,17.0
2024-02-14T12:00,18.7,0.00,69,12.9
2024-02-14T13:00,20.0,0.00,64,16.3
2024-02-14T14:00,19.9,0.00,66,15.3
2024-02-14T15:00,20.2,0.00,66,18.4
2024-02-14T16:00,21.7,0.00,60,16.6
2024-02-14T17:00,22.4,0.00,57,25.3
2024-02-14T18:00,22.1,0.00,54,28.1
2024-02-14T19:00,22.2,0.00,51,27.4
2024-02-14T20:00,22.0,0.00,57,23.8
2024-02-14T21:00,22.2,0.00,57,23.4
2024-02-14T22:00,22.7,0.00,54,23.9
2024-02-14T23:00,22.2,0.00,57,27.9
2024-02-15T00:00,20.9,0.00,74,27.8
2024-02-15T01:00,21.0,0.00,75,26.1
2024-02-15T02:00,21.3,0.00,74,25.7
2024-02-15T03:00,21.3,0.00,73,25.1
2024-02-15T04:00,21.1,0.00,71,22.2
2024-02-15T05:00,20.9,0.00,72,22.2
2024-02-15T06:00,20.8,0.00,72,29.1
2024-02-15T07:00,20.4,0.00,78,27.7
2024-02-15T08:00,20.3,0.00,81,26.7
2024-02-15T09:00,20.2,0.00,82,26.9
2024-02-15T10:00,20.4,0.00,81,27.2
2024-02-15T11:00,21.5,0.00,74,26.7
2024-02-15T12:00,22.3,0.00,71,28.0
2024-02-15T13:00,23.0,0.00,68,31.4
2024-02-15T14:00,23.9,0.00,63,30.4
2024-02-15T15:00,24.9,0.00,57,26.8
2024-02-15T16:00,25.5,0.00,54,23.0
2024-02-15T17:00,25.8,0.00,51,19.4
2024-02-15T18:00,26.1,0.00,49,18.2
2024-02-15T19:00,25.7,0.00,48,18.2
2024-02-15T20:00,25.8,0.00,48,18.2
2024-02-15T21:00,25.9,0.00,46,17.2
2024-02-15T22:00,25.3,0.00,49,19.0
2024-02-15T23:00,24.1,0.00,55,21.9
2024-02-16T00:00,23.7,0.00,58,21.4
2024-02-16T01:00,23.8,0.00,59,22.9
2024-02-16T02:00,23.9,0.00,58,24.9
2024-02-16T03:00,23.3,0.00,60,22.4
2024-02-16T04:00,22.7,0.00,70,19.6
2024-02-16T05:00,22.6,0.00,73,27.0
2024-02-16T06:00,22.4,0.00,72,31.0
2024-02-16T07:00,22.3,0.00,75,29.9
2024-02-16T08:00,22.3,0.00,75,27.7
2024-02-16T09:00,21.9,0.00,78,24.7
2024-02-16T10:00,21.7,0.00,79,22.1
2024-02-16T11:00,22.9,0.00,73,19.0
2024-02-16T12:00,23.5,0.00,70,19.2
2024-02-16T13:00,24.1,0.00,71,17.2
2024-02-16T14:00,24.8,0.00,68,18.5
2024-02-16T15:00,25.4,0.00,65,19.3
2024-02-16T16:00,26.1,0.00,59,21.0
2024-02-16T17:00,26.5,0.00,50,24.5
2024-02-16T18:00,26.7,0.00,49,26.3
2024-02-16T19:00,26.0,0.00,53,27.0
2024-02-16T20:00,26.0,0.00,55,27.4
2024-02-16T21:00,25.0,0.00,61,30.1
2024-02-16T22:00,24.6,0.00,66,31.9
2024-02-16T23:00,23.1,0.00,73,36.0
2024-02-17T00:00,23.3,0.00,77,31.4
2024-02-17T01:00,23.2,0.00,83,30.9
